TID	Items	Quantities	Profit	Utility
T2830	2,3,6,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,67,68,71,73,74	4,1,2,4,3,4,2,2,4,2,4,2,2,2,3,4,3,1,4,3,2,2,4,3,3,4,4,3,3,4,1,2,3,3,2,4,3	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-2,-4,-1,2,-4	4,-2,-6,16,-12,-20,-2,-10,-20,-10,-8,-6,-6,4,-3,16,-3,-3,-8,-12,-6,-2,-16,-3,-12,-4,-20,-9,-6,-20,-4,8,-6,-12,-2,8,-12
T2831	2,3,6,7,9,11,13,15,17,19,21,23,25,27,29,31,35,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,67,68,70,73,74	2,2,1,4,3,4,4,3,3,4,2,4,1,3,3,2,4,4,3,1,1,2,4,4,4,3,4,2,4,2,1,2,4,3,1,3,3	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,3,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	2,-4,-3,16,-12,-20,-4,-15,-15,-20,-4,-12,-3,6,-3,8,12,-12,-6,-4,-3,-2,-16,-4,-16,-3,-20,-6,-8,-10,-4,8,-8,-12,3,6,-12
T2832	2,4,6,7,9,11,13,15,17,19,21,23,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,71,73,74	1,2,3,4,1,2,3,2,1,1,1,2,4,1,3,4,2,1,2,1,4,1,3,4,4,1,3,4,3,1,4,4,1,3,3,1,4	1,-1,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,-1,2,-4	1,-2,-9,16,-4,-10,-3,-10,-5,-5,-2,-6,-12,2,-3,-20,-2,-3,-4,-4,-12,-1,-12,-4,-16,-1,-15,-12,-6,-5,-16,-12,-2,-12,-3,2,-16
T2833	2,4,5,7,9,12,13,15,17,20,21,23,25,27,29,33,34,36,38,40,42,44,47,48,50,52,54,56,58,60,62,64,67,68,71,73,74	4,4,1,1,2,3,2,2,4,4,2,1,3,2,1,3,3,4,3,3,1,1,1,1,2,4,4,3,4,3,2,1,4,3,4,2,3	1,-1,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,-1,2,-4	4,-4,4,4,-8,3,-2,-10,-20,-8,-4,-3,-9,4,-1,-15,-3,-12,-6,-12,-3,-1,-2,-1,-8,-4,-20,-9,-8,-15,-8,-3,-8,-12,-4,4,-12
T2834	2,4,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,65,67,68,70,73,74	4,4,3,3,4,4,1,1,3,3,1,4,3,3,2,1,4,1,2,2,1,1,4,4,2,2,4,3,2,4,4,4,1,2,3,2,3	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	4,-4,12,12,-16,-20,-1,-5,-15,-15,-2,-12,-9,6,-2,4,-4,-3,-4,-8,-3,-1,-16,-4,2,-2,-20,-9,-4,-20,-16,16,-2,-8,9,4,-12
T2835	2,4,5,7,9,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,65,67,68,70,73,74	3,4,1,4,1,4,1,1,3,1,4,1,1,4,3,3,1,2,4,4,3,1,1,4,1,2,4,2,1,4,4,2,1,3,4,4,1	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	3,-4,4,16,-4,-20,-1,-5,-15,-5,-8,-3,-3,8,-3,-12,-1,-6,-8,-16,-9,-1,-4,-4,1,-2,-20,-6,-2,-20,-16,8,-2,-12,12,8,-4
T2836	2,4,5,7,9,11,13,16,17,19,21,23,25,27,29,31,34,36,38,40,43,44,46,48,51,52,54,56,58,60,62,64,67,68,70,73,74	1,1,2,4,1,4,3,2,1,4,4,2,4,1,2,2,3,2,3,2,4,4,2,3,2,2,4,1,4,4,2,2,3,3,1,3,1	1,-1,4,4,-4,-5,-1,-4,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	1,-1,8,16,-4,-20,-3,-8,-5,-20,-8,-6,-12,2,-2,8,-3,-6,-6,-8,-8,-4,-8,-3,2,-2,-20,-3,-8,-20,-8,-6,-6,-12,3,6,-4
T2837	2,4,6,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,67,68,71,73,74	3,3,2,2,1,1,2,1,1,3,1,3,2,4,3,4,3,2,1,1,1,3,4,4,1,2,4,1,1,2,3,2,3,1,1,4,2	1,-1,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,-1,2,-4	3,-3,-6,8,-4,-5,-2,-5,-5,-15,-2,-9,-6,8,-3,16,-3,-6,-2,-4,-3,-3,-16,-4,-4,-2,-20,-3,-2,-10,-12,-6,-6,-4,-1,8,-8
T2838	2,4,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,67,68,70,73,74	4,1,3,4,3,4,1,1,3,2,2,2,3,1,3,1,1,2,2,1,3,3,2,4,1,4,1,2,3,2,1,4,4,1,3,1,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	4,-1,12,16,-12,-20,-1,-5,-15,-10,-4,-6,-9,2,-3,4,-1,-6,-4,-4,-9,-3,-8,-4,-4,-4,-5,-6,-6,-10,-4,16,-8,-4,9,2,-16
T2839	2,4,5,7,9,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,67,68,70,73,74	4,3,1,2,3,3,2,2,2,1,1,1,2,1,3,4,4,3,2,3,4,1,1,4,2,3,4,4,1,1,2,3,4,3,2,3,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	4,-3,4,8,-12,-15,-2,-10,-10,-5,-2,-3,-6,2,-3,-16,-4,-9,-4,-12,-12,-1,-4,-4,-8,-3,-20,-12,-2,-5,-8,12,-8,-12,6,6,-16
T2840	2,4,5,7,9,12,13,15,17,20,21,23,25,27,29,31,34,36,38,40,42,44,47,48,50,52,54,56,58,60,62,64,67,68,71,73,74	1,3,4,3,4,2,1,2,3,1,1,1,1,2,4,1,3,3,1,1,3,2,1,1,1,1,3,2,3,4,1,3,4,3,4,1,3	1,-1,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,-1,2,-4	1,-3,16,12,-16,2,-1,-10,-15,-2,-2,-3,-3,4,-4,4,-3,-9,-2,-4,-9,-2,-2,-1,-4,-1,-15,-6,-6,-20,-4,-9,-8,-12,-4,2,-12
T2841	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,51,52,54,57,58,60,62,65,66,69,70,73,74	4,4,3,1,2,2,4,1,3,2,2,2,1,1,1,3,2,4,3,2,1,4,1,1,4,2,2,3,1,4,3,3,4,2,2,3,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,1,-1,-5,3,-2,-5,-4,4,-3,2,3,2,-4	4,-8,12,4,-8,-10,-4,-5,-15,-10,-4,10,-3,2,-1,12,-2,-12,-9,-8,-2,-4,-4,-1,4,-2,-10,9,-2,-20,-12,12,-12,4,6,6,-8
T2842	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,35,36,39,40,42,44,46,48,51,52,54,56,58,60,62,65,66,69,71,73,74	1,3,2,4,1,1,3,3,1,4,3,3,1,1,1,4,1,3,3,4,3,1,3,1,4,4,1,4,2,4,3,3,1,1,2,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,3,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,2,-1,2,-4	1,-6,8,16,-4,-5,-3,-15,-5,-20,-6,15,-3,2,-1,16,3,-9,-9,-16,-9,-1,-12,-1,4,-4,-5,-12,-4,-20,-12,12,-3,2,-2,8,-12
T2843	2,3,6,7,9,11,13,15,17,19,21,24,25,27,29,31,35,36,39,40,42,44,46,48,51,52,54,56,58,60,62,65,66,69,70,73,74	3,2,2,4,3,3,1,1,1,4,3,4,4,2,3,4,4,2,2,4,4,1,1,3,2,3,3,2,2,2,2,3,2,3,4,1,3	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,3,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,2,3,2,-4	3,-4,-6,16,-12,-15,-1,-5,-5,-20,-6,20,-12,4,-3,16,12,-6,-6,-16,-12,-1,-4,-3,2,-3,-15,-6,-4,-10,-8,12,-6,6,12,2,-12
T2844	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,41,42,44,46,48,51,52,54,56,58,60,63,65,66,69,71,73,74	4,4,4,3,2,2,3,4,3,2,1,3,4,3,3,1,3,4,1,4,3,1,1,4,1,3,3,4,2,2,3,3,3,2,3,4,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-1,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,1,4,-3,2,-1,2,-4	4,-8,16,12,-8,-10,-3,-20,-15,-10,-2,15,-12,6,-3,4,-3,-12,-3,-4,-9,-1,-4,-4,1,-3,-15,-12,-4,-10,3,12,-9,4,-3,8,-4
T2845	2,3,6,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,41,42,44,46,48,51,52,54,56,58,60,63,65,66,69,71,73,74	2,4,2,2,4,4,4,1,1,2,4,4,4,1,3,3,1,1,2,2,4,4,4,4,3,4,1,1,4,1,2,3,2,2,1,4,4	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-1,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,1,4,-3,2,-1,2,-4	2,-8,-6,8,-16,-20,-4,-5,-5,-10,-8,20,-12,2,-3,12,-1,-3,-6,-2,-12,-4,-16,-4,3,-4,-5,-3,-8,-5,2,12,-6,4,-1,8,-16
T2846	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,51,53,54,56,58,60,62,65,66,68,71,73,74	3,3,1,4,3,1,2,2,3,1,2,1,1,1,3,3,2,1,4,3,2,1,1,3,4,4,2,3,1,4,2,1,2,1,1,2,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-4,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	3,-6,4,16,-12,-5,-2,-10,-15,-5,-4,5,-3,2,-3,12,-2,-3,-12,-12,-6,-1,-4,-3,4,-16,-10,-9,-2,-20,-8,4,-6,-4,-1,4,-12
T2847	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,51,52,54,56,58,60,62,65,66,68,71,73,74	4,2,3,1,3,2,2,3,4,3,2,3,2,3,2,2,4,4,3,2,3,1,2,4,4,3,3,2,1,2,1,3,4,1,4,2,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	4,-4,12,4,-12,-10,-2,-15,-20,-15,-4,15,-6,6,-2,8,-4,-12,-9,-8,-6,-1,-8,-4,4,-3,-15,-6,-2,-10,-4,12,-12,-4,-4,4,-4
T2848	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,41,42,44,46,48,51,52,54,56,58,60,63,65,66,68,71,73,74	4,1,3,1,1,4,4,4,2,4,1,2,1,1,4,2,1,3,2,4,4,4,4,2,3,3,2,3,4,2,3,1,3,3,3,3,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-1,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,1,4,-3,-4,-1,2,-4	4,-2,12,4,-4,-20,-4,-20,-10,-20,-2,10,-3,2,-4,8,-1,-9,-6,-4,-12,-4,-16,-2,3,-3,-10,-9,-8,-10,3,4,-9,-12,-3,6,-12
T2849	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,57,58,60,62,64,66,69,70,73,74	2,4,4,3,2,1,4,3,2,3,2,1,3,1,4,3,2,3,1,4,2,2,4,1,3,3,1,4,2,1,1,4,1,1,1,2,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,3,-2,-5,-4,-3,-3,2,3,2,-4	2,-8,16,12,-8,-5,-4,-15,-10,-15,-4,5,-9,2,-4,12,-2,-9,-3,-16,-4,-2,-16,-1,-12,-3,-5,12,-4,-5,-4,-12,-3,2,3,4,-4
T2850	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,53,54,56,58,60,62,65,66,69,71,73,74	3,1,1,1,3,4,4,1,3,1,1,3,4,2,1,2,4,2,2,3,3,3,1,1,3,2,3,2,2,2,1,2,3,2,4,3,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-4,-5,-3,-2,-5,-4,4,-3,2,-1,2,-4	3,-2,4,4,-12,-20,-4,-5,-15,-5,-2,15,-12,4,-1,8,-4,-6,-6,-12,-9,-3,-4,-1,-12,-8,-15,-6,-4,-10,-4,8,-9,4,-4,6,-4
T2851	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,56,58,60,62,65,66,69,71,73,74	2,4,2,1,1,3,3,3,1,1,2,4,3,2,1,3,2,3,1,2,1,4,3,2,2,3,1,1,3,4,4,3,1,4,3,4,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,-1,2,-4	2,-8,8,4,-4,-15,-3,-15,-5,-5,-4,20,-9,4,-1,12,-2,-9,-3,-8,-2,-4,-12,-2,-8,-3,-5,-3,-6,-20,-16,12,-3,8,-3,8,-4
T2852	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,57,58,60,62,65,66,69,70,73,74	1,4,3,3,1,1,3,1,4,1,4,3,4,3,2,3,2,3,3,1,3,2,2,2,3,3,2,2,2,3,3,3,3,1,4,1,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,3,-2,-5,-4,4,-3,2,3,2,-4	1,-8,12,12,-4,-5,-3,-5,-20,-5,-8,15,-12,6,-2,12,-2,-9,-9,-4,-6,-2,-8,-2,-12,-3,-10,6,-4,-15,-12,12,-9,2,12,2,-8
T2853	2,3,5,7,9,12,13,16,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,65,66,69,71,73,74	2,4,4,3,3,4,1,4,1,3,4,2,4,1,1,3,4,3,2,1,1,4,2,3,1,2,4,1,3,4,3,4,2,4,3,3,3	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,-1,2,-4	2,-8,16,12,-12,4,-1,-16,-5,-15,-8,10,-12,2,-1,12,-4,-9,-6,-4,-3,-4,-8,-3,-4,-2,-20,-3,-6,-20,-12,16,-6,8,-3,6,-12
T2854	2,3,5,7,9,12,13,16,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,56,58,60,62,65,66,69,71,73,74	1,4,4,1,2,4,2,1,3,2,3,4,4,2,2,3,1,1,1,4,3,2,2,4,3,2,1,1,3,2,1,2,1,2,3,2,2	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,-1,2,-4	1,-8,16,4,-8,4,-2,-4,-15,-10,-6,20,-12,4,-2,12,-1,-3,-3,-16,-6,-2,-8,-4,-12,-2,-5,-3,-6,-10,-4,8,-3,4,-3,4,-8
T2855	2,3,5,7,10,12,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,56,58,60,62,64,66,68,71,73,74	4,2,1,4,4,2,1,4,2,1,4,4,3,2,4,2,4,4,4,4,2,1,1,4,1,2,3,4,3,1,3,1,4,1,4,1,2	1,-2,4,4,4,1,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-4,4,16,16,2,-1,-20,-10,-5,-8,20,-9,4,-4,8,-4,-12,-12,-16,-4,-1,-4,-4,-4,-2,-15,-12,-6,-5,-12,-3,-12,-4,-4,2,-8
T2856	2,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,56,58,60,62,65,66,68,71,73,74	1,3,4,2,4,3,1,2,3,2,4,3,1,2,3,1,2,1,1,2,2,4,3,2,3,2,2,2,2,4,2,4,3,1,4,3,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	1,-6,16,8,-16,-15,-1,-10,-15,-10,-8,15,-3,4,-3,4,-2,-3,-3,-8,-4,-4,-12,-2,-12,-2,-10,-6,-4,-20,-8,16,-9,-4,-4,6,-8
T2857	2,3,5,7,9,12,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,56,58,60,62,65,66,68,71,73,74	4,4,4,4,1,2,4,4,4,2,3,2,1,4,3,1,3,2,3,1,2,1,2,3,3,1,3,2,3,4,1,2,3,3,3,1,3	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	4,-8,16,16,-4,2,-4,-20,-20,-10,-6,10,-3,8,-3,4,-3,-6,-9,-4,-4,-1,-8,-3,-12,-1,-15,-6,-6,-20,-4,8,-9,-12,-3,2,-12
T2858	2,3,5,7,10,12,13,15,17,19,21,24,25,27,29,31,34,36,39,40,43,44,46,48,50,52,54,56,58,60,62,65,66,68,71,73,74	1,3,3,2,2,4,1,2,4,1,1,1,4,1,1,2,2,2,2,3,3,4,3,4,1,2,3,2,1,1,1,2,4,3,4,2,4	1,-2,4,4,4,1,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	1,-6,12,8,8,4,-1,-10,-20,-5,-2,5,-12,2,-1,8,-2,-6,-6,-12,-6,-4,-12,-4,-4,-2,-15,-6,-2,-5,-4,8,-12,-12,-4,4,-16
T2859	2,3,5,7,9,11,13,15,17,20,21,24,25,27,29,31,34,36,39,40,43,44,47,48,50,52,54,56,58,60,62,65,66,69,70,73,74	3,1,1,1,4,3,4,2,2,1,2,1,2,4,2,4,2,1,2,2,3,2,1,1,1,1,1,1,4,2,4,4,2,1,2,1,4	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,5,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,2,3,2,-4	3,-2,4,4,-16,-15,-4,-10,-10,-2,-4,5,-6,8,-2,16,-2,-3,-6,-8,-6,-2,-2,-1,-4,-1,-5,-3,-8,-10,-16,16,-6,2,6,2,-16
T2860	2,3,6,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,65,67,68,71,73,74	2,1,4,1,4,1,4,4,4,3,1,2,3,4,4,4,2,2,4,2,2,3,3,4,3,1,4,3,2,3,3,4,4,4,3,2,3	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-2,-4,-1,2,-4	2,-2,-12,4,-16,-5,-4,-20,-20,-15,-2,-6,-9,8,-4,16,-2,-6,-12,-8,-6,-3,-12,-4,3,-1,-20,-9,-4,-15,-12,16,-8,-16,-3,4,-12
T2861	2,3,6,7,9,11,13,15,17,19,21,23,25,27,29,31,35,36,39,40,42,44,46,48,51,52,54,56,58,60,62,65,67,68,70,73,74	3,1,1,1,3,4,3,4,4,1,2,2,2,4,4,3,3,1,1,1,3,3,1,1,2,3,4,3,3,3,1,2,2,2,3,1,4	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,3,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	3,-2,-3,4,-12,-20,-3,-20,-20,-5,-4,-6,-6,8,-4,12,9,-3,-3,-4,-9,-3,-4,-1,2,-3,-20,-9,-6,-15,-4,8,-4,-8,9,2,-16
T2862	2,3,6,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,41,42,44,46,48,51,52,54,56,58,60,63,65,67,68,71,73,74	2,4,1,4,1,3,3,1,1,1,4,2,3,3,4,2,1,4,3,3,4,1,1,1,1,2,4,1,3,4,3,2,2,4,2,2,4	1,-2,-3,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-1,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,1,4,-2,-4,-1,2,-4	2,-8,-3,16,-4,-15,-3,-5,-5,-5,-8,-6,-9,6,-4,8,-1,-12,-9,-3,-12,-1,-4,-1,1,-2,-20,-3,-6,-20,3,8,-4,-16,-2,4,-16
T2863	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,31,34,36,39,40,43,44,47,48,51,52,54,56,58,60,62,64,67,68,70,73,74	4,1,4,4,3,4,4,2,2,2,4,1,4,3,4,2,2,2,3,2,1,2,2,2,2,3,4,1,1,4,4,1,1,2,2,3,3	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	4,-2,16,16,-12,4,-4,-10,-10,-4,-8,-3,-12,6,-4,8,-2,-6,-9,-8,-2,-2,-4,-2,2,-3,-20,-3,-2,-20,-16,-3,-2,-8,6,6,-12
T2864	2,3,5,7,9,11,13,15,17,20,21,23,25,27,29,31,34,36,39,40,43,44,47,48,51,52,54,56,58,60,62,65,67,68,70,73,74	3,1,3,3,4,2,2,4,2,4,1,2,2,2,1,4,3,2,4,1,2,4,4,2,1,3,1,4,1,3,3,1,4,1,2,3,3	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	3,-2,12,12,-16,-10,-2,-20,-10,-8,-2,-6,-6,4,-1,16,-3,-6,-12,-4,-4,-4,-8,-2,1,-3,-5,-12,-2,-15,-12,4,-8,-4,6,6,-12
T2865	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,31,34,36,39,40,43,44,47,48,51,52,54,56,58,60,62,65,67,68,70,73,74	3,1,3,1,4,1,3,3,1,1,4,1,1,4,2,3,4,4,4,3,4,2,3,1,2,4,3,1,3,3,4,1,3,3,3,2,2	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	3,-2,12,4,-16,1,-3,-15,-5,-2,-8,-3,-3,8,-2,12,-4,-12,-12,-12,-8,-2,-6,-1,2,-4,-15,-3,-6,-15,-16,4,-6,-12,9,4,-8
T2866	2,3,5,7,9,11,13,15,17,20,21,23,25,27,29,31,34,36,39,40,43,44,47,48,50,52,54,56,58,60,62,64,67,68,70,73,74	4,2,1,1,3,2,2,4,4,4,1,3,1,2,4,2,2,3,1,2,3,4,4,1,1,3,2,3,2,3,2,2,1,3,2,1,1	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	4,-4,4,4,-12,-10,-2,-20,-20,-8,-2,-9,-3,4,-4,8,-2,-9,-3,-8,-6,-4,-8,-1,-4,-3,-10,-9,-4,-15,-8,-6,-2,-12,6,2,-4
T2867	2,3,5,7,9,12,13,15,17,20,21,23,25,27,29,31,34,36,39,40,43,44,47,48,50,52,54,56,58,60,62,64,67,68,70,73,74	2,1,3,2,2,1,2,4,2,2,4,4,2,1,2,3,4,3,3,3,1,4,4,2,4,1,2,2,3,3,2,3,3,3,4,1,4	1,-2,4,4,-4,1,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-2,-4,3,2,-4	2,-2,12,8,-8,1,-2,-20,-10,-4,-8,-12,-6,2,-2,12,-4,-9,-9,-12,-2,-4,-8,-2,-16,-1,-10,-6,-6,-15,-8,-9,-6,-12,12,2,-16
T2868	2,3,5,7,9,11,13,15,17,20,21,23,25,27,29,31,34,36,39,40,43,44,47,48,50,52,54,56,58,60,62,65,67,68,70,73,74	2,4,2,4,1,4,3,4,2,1,4,1,1,1,1,4,4,2,2,4,1,2,4,4,3,4,1,1,4,1,4,3,2,3,4,1,4	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-2,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,4,-2,-4,3,2,-4	2,-8,8,16,-4,-20,-3,-20,-10,-2,-8,-3,-3,2,-1,16,-4,-6,-6,-16,-2,-2,-8,-4,-12,-4,-5,-3,-8,-5,-16,12,-4,-12,12,2,-16
